Salary_id,iso_alpha2,Job_id,percentile_25,percentile_25_GBP,percentile_50,percentile_50_GBP,percentile_75,percentile_75_GBP
1332,BR,MECHANICAL-ENGINEER,20619.6,3349,28946.9,4701.52,40637.4,6600.27
1333,BR,MOBILE-DEVELOPER,21378.4,3472.25,26737.8,4342.71,33440.7,5431.39
1334,BR,NURSE,15187.4,2466.71,16895.5,2744.14,18795.7,3052.76
1335,BR,OFFICE-MANAGER,46548.9,7560.41,56909.3,9243.14,69575.7,11300.4
1336,BR,OPERATIONS-MANAGER,36180,5876.31,63099.7,10248.6,110049,17874
1337,BR,PHARMACIST,32010.7,5199.14,35660.5,5791.94,39726.5,6452.33
1338,BR,PHYSICIAN,37409.2,6075.96,50969,8278.32,69443.9,11279
1339,BR,POSTDOCTORAL-RESEARCHER,38970,6329.46,44073.8,7158.4,49845.9,8095.9
1340,BR,PRODUCT-MANAGER,37869.4,6150.69,46537,7558.48,57188.6,9288.5
1341,BR,PROJECT-MANAGER,21639.3,3514.63,38486.3,6250.89,68449.2,11117.4
1342,BR,QA-ENGINEER,24353.5,3955.47,30021.2,4876.01,37007.9,6010.78
1343,BR,RECEPTIONIST,8092.87,1314.43,9801.77,1591.99,11871.5,1928.16
1344,BR,RESEARCH-SCIENTIST,18248.4,2963.88,23387.6,3798.58,29974.1,4868.36
1345,BR,SALES-MANAGER,33951,5514.28,46620.8,7572.1,64018.8,10397.8
1346,BR,SOFTWARE-ENGINEER,21141.8,3433.82,31126.3,5055.5,45826.2,7443.04
1347,BR,SYSTEMS-ADMINISTRATOR,22449.7,3646.25,27018.7,4388.34,32517.6,5281.47
1348,BR,TEACHER,18386.3,2986.28,22740,3693.4,28124.5,4567.95
1349,BR,UX-DESIGNER,20832.1,3383.52,25543.2,4148.69,31319.7,5086.9
1350,BR,WAITER,5922.32,961.896,9065.08,1472.34,13875.6,2253.65
1351,BR,WEB-DESIGNER,17589.4,2856.85,21522.9,3495.72,26335.9,4277.45
1352,BR,WEB-DEVELOPER,12215.2,1983.97,19464.1,3161.34,31014.9,5037.41
1353,VG,ACCOUNT-MANAGER,45110.4,35849.4,56478.6,44883.7,70711.8,56194.9
1354,VG,ACCOUNTANT,36005.2,28613.4,42760.2,33981.6,50782.5,40357
1355,VG,ADMINISTRATIVE-ASSISTANT,28103.4,22333.9,33845.3,26897,40760.4,32392.4
1356,VG,ARCHITECT,61413.1,48805.2,76046.1,60434.1,94165.8,74833.8
1357,VG,ATTORNEY,49141.4,39052.9,66362,52738.1,89617.2,71219.1
1358,VG,BUSINESS-ANALYST,49349.8,39218.5,59199.1,47045.8,71014.2,56435.2
1359,VG,BUSINESS-DEVELOPMENT,44498.5,35363.1,58954.2,46851.1,78105.9,62071
1360,VG,C-LEVEL-EXECUTIVE,81453.3,64731.3,122119,97048.5,183088,145500
1361,VG,CASHIER,13043.7,10365.9,18273.4,14521.9,25599.8,20344.3
1362,VG,CHEF,33585.5,26690.5,41252.1,32783.2,50668.7,40266.6
1363,VG,CHEMICAL-ENGINEER,55562.1,44155.4,67326.6,53504.7,81582.2,64833.7
1364,VG,CIVIL-ENGINEER,49241.8,39132.6,58704,46652.3,69984.6,55617
1365,VG,CONTENT-MARKETING,33972.4,26998,42535.1,33802.8,53256,42322.8
1366,VG,COPYWRITER,33706.2,26786.4,41446.8,32937.9,50965.1,40502.2
1367,VG,CUSTOMER-SUPPORT,28176.4,22391.8,36225.5,28788.5,46574,37012.5
1368,VG,DATA-ANALYST,40475.4,32165.9,48712.6,38712.1,58626.3,46590.5
1369,VG,DATA-SCIENTIST,79854.7,63460.8,96465.6,76661.6,116532,92608.3
1370,VG,DENTIST,85306.4,67793.3,111098,88290.3,144689,114984
1371,VG,ELECTRICAL-ENGINEER,53625.4,42616.3,63933.2,50808,76222.4,60574.2
1372,VG,EXECUTIVE-ASSISTANT,39820,31645.1,48162.7,38275.1,58253.2,46294
1373,VG,FASHION-DESIGNER,41785.1,33206.8,53941.3,42867.4,69634,55338.4
1374,VG,FINANCE-MANAGER,56333.8,44768.6,71161.1,56552,89891.1,71436.8
1375,VG,FINANCIAL-ANALYST,43425.6,34510.5,50538.2,40162.9,58815.6,46741
1376,VG,GRAPHIC-DESIGNER,30690.7,24390,36545,29042.5,43516.1,34582.4
1377,VG,HARDWARE-ENGINEER,54813.1,43560.1,66595.2,52923.4,80909.8,64299.3
1378,VG,HUMAN-RESOURCES-MANAGER,50422.1,40070.6,61572.5,48931.9,75188.7,59752.7
1379,VG,IT-MANAGER,58477.2,46472,71656.5,56945.7,87806.2,69779.9
1380,VG,INDUSTRIAL-DESIGNER,47575,37808,58442.8,46444.7,71793.1,57054.2
1381,VG,INTERIOR-DESIGNER,40589.8,32256.8,48976.7,38921.9,59096.5,46964.2
1382,VG,LECTURER,39414.5,31322.8,48568.3,38597.4,59847.9,47561.4
1383,VG,MARKETING-MANAGER,48560.2,38591,60993.2,48471.5,76609.4,60881.8
1384,VG,MECHANICAL-ENGINEER,51031.6,40555,59832.8,47549.3,70151.8,55749.9
1385,VG,MOBILE-DEVELOPER,49738.3,39527.2,62206.9,49436,77801.1,61828.8
1386,VG,NURSE,53585.4,42584.5,59612.2,47374,66316.8,52702.2
1387,VG,OFFICE-MANAGER,31629.7,25136.2,38669.5,30730.8,47276.2,37570.6
1388,VG,OPERATIONS-MANAGER,43988.3,34957.6,56062.1,44552.8,71450,56781.6
1389,VG,PHARMACIST,84916.6,67483.5,94598.6,75177.8,105385,83749.4
1390,VG,PHYSICIAN,106895,84949.6,145640,115741,198429,157692
1391,VG,POSTDOCTORAL-RESEARCHER,35121.2,27910.9,39720.9,31566.3,44923,35700.4
1392,VG,PRODUCT-MANAGER,60037.6,47712.1,73779.2,58632.6,90665.9,72052.5
1393,VG,PROJECT-MANAGER,53788.2,42745.7,66486.5,52837,82182.5,65310.7
1394,VG,QA-ENGINEER,42390.4,33687.8,52255.6,41527.7,64416.5,51192.1
1395,VG,RECEPTIONIST,21936.1,17432.7,26568.3,21114,32178.8,25572.6
1396,VG,RESEARCH-SCIENTIST,45907.2,36482.6,58835.4,46756.7,75404.3,59924
1397,VG,SALES-MANAGER,45843.8,36432.2,60590.3,48151.3,80080.3,63640.1
1398,VG,SOFTWARE-ENGINEER,53951.5,42875.5,65759.3,52259.1,80151.2,63696.4
1399,VG,SYSTEMS-ADMINISTRATOR,43365,34462.3,52190.6,41476,62812.3,49917.1
1400,VG,TEACHER,31010.2,24643.9,38353.2,30479.4,47435,37696.8
1401,VG,UX-DESIGNER,47757.2,37952.8,58557.5,46535.9,71800.4,57060
1402,VG,WAITER,12488.8,9924.93,19116.2,15191.7,29260.4,23253.4
1403,VG,WEB-DESIGNER,34749.1,27615.2,42519.5,33790.4,52027.5,41346.4
1404,VG,WEB-DEVELOPER,43781.3,34793.1,54249.5,43112.3,67220.6,53420.5
1405,BN,ACCOUNT-MANAGER,19961.2,11845.7,24991.9,14831.1,31290.5,18568.9
1406,BN,ACCOUNTANT,15932.1,9454.65,18921.3,11228.5,22471.3,13335.3
1407,BN,ADMINISTRATIVE-ASSISTANT,12435.8,7379.83,14976.5,8887.57,18036.3,10703.4
1408,BN,ARCHITECT,27175.5,16126.9,33650.6,19969.4,41668.6,24727.6
1409,BN,ATTORNEY,21745.2,12904.3,29365.2,17426.3,39655.4,23532.9
1410,BN,BUSINESS-ANALYST,21837.2,12958.9,26195.7,15545.4,31424,18648.1
1411,BN,BUSINESS-DEVELOPMENT,19690.5,11685,26087,15480.9,34561.5,20510
1412,BN,C-LEVEL-EXECUTIVE,36042.9,21389.1,54037.7,32067.8,81016.6,48078
1413,BN,CASHIER,5771.52,3425.02,8085.79,4798.38,11328,6722.45
1414,BN,CHEF,14861.3,8819.18,18254,10832.5,22421.2,13305.5
1415,BN,CHEMICAL-ENGINEER,24586.1,14590.2,29791.8,17679.5,36099.7,21422.8
1416,BN,CIVIL-ENGINEER,21789.4,12930.5,25976.4,15415.3,30968,18377.5
1417,BN,CONTENT-MARKETING,15032.5,8920.79,18821.6,11169.4,23565.7,13984.7
1418,BN,COPYWRITER,14915,8851.08,18340.2,10883.7,22552,13383.1
1419,BN,CUSTOMER-SUPPORT,12468.1,7398.98,16029.8,9512.62,20609,12230.1
1420,BN,DATA-ANALYST,17910.1,10628.5,21555.3,12791.6,25942.3,15395
1421,BN,DATA-SCIENTIST,35335.4,20969.2,42685.7,25331.2,51565,30600.4
1422,BN,DENTIST,37748.5,22401.2,49161.3,29174,64024.7,37994.5
1423,BN,ELECTRICAL-ENGINEER,23729,14081.6,28290.1,16788.3,33728.1,20015.4
1424,BN,EXECUTIVE-ASSISTANT,17620.3,10456.5,21311.8,12647.1,25776.7,15296.8
1425,BN,FASHION-DESIGNER,18490.4,10972.8,23869.4,14164.9,30813.1,18285.6
1426,BN,FINANCE-MANAGER,24927.6,14792.9,31488.7,18686.5,39776.7,23604.9
1427,BN,FINANCIAL-ANALYST,19215.9,11403.3,22363.3,13271.1,26026.2,15444.8
1428,BN,GRAPHIC-DESIGNER,13580.4,8059.07,16171,9596.43,19255.8,11427.1
1429,BN,HARDWARE-ENGINEER,24254.9,14393.7,29468.4,17487.5,35802.5,21246.4
1430,BN,HUMAN-RESOURCES-MANAGER,22311.8,13240.6,27246,16168.7,33271.5,19744.4
1431,BN,IT-MANAGER,25875.9,15355.6,31707.8,18816.5,38854.1,23057.4
1432,BN,INDUSTRIAL-DESIGNER,21051.8,12492.9,25860.8,15346.7,31768.3,18852.4
1433,BN,INTERIOR-DESIGNER,17960.7,10658.5,21671.9,12860.8,26149.9,15518.2
1434,BN,LECTURER,17441,10350.1,21491.5,12753.8,26482.6,15715.7
1435,BN,MARKETING-MANAGER,21488,12751.7,26989.5,16016.5,33899.6,20117.2
1436,BN,MECHANICAL-ENGINEER,22581.4,13400.6,26476,15711.7,31042.2,18421.5
1437,BN,MOBILE-DEVELOPER,22009.2,13061,27526.4,16335.1,34426.6,20429.9
1438,BN,NURSE,23711.3,14071.1,26378.2,15653.7,29345,17414.4
1439,BN,OFFICE-MANAGER,13995.7,8305.53,17111,10154.2,20919.7,12414.5
1440,BN,OPERATIONS-MANAGER,19464.9,11551.1,24807.8,14721.8,31617.2,18762.7
1441,BN,PHARMACIST,37575.2,22298.4,41859.7,24841,46632.8,27673.5
1442,BN,PHYSICIAN,47301,28070,64445.9,38244.4,87805.3,52106.7
1443,BN,POSTDOCTORAL-RESEARCHER,15541,9222.59,17576.4,10430.5,19878.4,11796.5
1444,BN,PRODUCT-MANAGER,26566.4,15765.4,32647.1,19373.9,40119.7,23808.4
1445,BN,PROJECT-MANAGER,23801,14124.4,29420.1,17458.9,36365.6,21580.6
1446,BN,QA-ENGINEER,18757.7,11131.5,23123.2,13722.1,28504.5,16915.6
1447,BN,RECEPTIONIST,9706.41,5760.11,11756.2,6976.54,14238.9,8449.86
1448,BN,RESEARCH-SCIENTIST,20313.9,12054.9,26034.7,15449.9,33366.6,19800.9
1449,BN,SALES-MANAGER,20285.9,12038.4,26811.3,15910.7,35435.6,21028.7
1450,BN,SOFTWARE-ENGINEER,23873.4,14167.3,29098.5,17268,35467.1,21047.4
1451,BN,SYSTEMS-ADMINISTRATOR,19189,11387.4,23094.2,13704.9,27794.2,16494
1452,BN,TEACHER,13722.1,8143.14,16971.4,10071.4,20990.1,12456.2
1453,BN,UX-DESIGNER,21132.7,12540.8,25911.8,15376.9,31771.7,18854.4
1454,BN,WAITER,5525.96,3279.3,8458.61,5019.63,12947.6,7683.56
1455,BN,WEB-DESIGNER,15376.4,9124.85,18814.8,11165.4,23022.3,13662.2
1456,BN,WEB-DEVELOPER,19373.1,11496.6,24005.5,14245.7,29745.5,17652
1457,BG,ACCOUNT-MANAGER,11804.5,5241.52,14779.4,6562.43,18503.9,8216.22
1458,BG,ACCOUNTANT,19238.5,8542.39,22847.9,10145.1,27134.5,12048.4
1459,BG,ADMINISTRATIVE-ASSISTANT,9393.76,4171.07,11313,5023.26,13624.3,6049.56
1460,BG,ARCHITECT,10087,4478.9,12490.6,5546.14,15466.9,6867.69
1461,BG,ATTORNEY,22207.9,9860.86,29990.1,13316.4,40499.6,17982.9
1462,BG,BUSINESS-ANALYST,19720.8,8756.54,23656.8,10504.2,28378.3,12600.7
1463,BG,BUSINESS-DEVELOPMENT,18486.7,8208.59,24492.3,10875.2,32448.7,14408.1
1464,BG,C-LEVEL-EXECUTIVE,26469,11752.9,39684,17620.7,59496.7,26418.1
1465,BG,CASHIER,4356.91,1934.58,6103.71,2710.2,8550.83,3796.79
1466,BG,CHEF,27834.9,12359.4,34189.1,15180.8,41993.8,18646.3
1467,BG,CHEMICAL-ENGINEER,15593.4,6923.88,18895,8389.88,22895.7,10166.3
1468,BG,CIVIL-ENGINEER,7603.23,3376.03,9064.24,4024.76,10806,4798.14
1469,BG,CONTENT-MARKETING,12751.9,5662.16,15965.9,7089.28,19990.1,8876.1
1470,BG,COPYWRITER,10583.5,4699.33,13013.9,5778.51,16002.5,7105.52
1471,BG,CUSTOMER-SUPPORT,10998,4883.41,14139.8,6278.45,18179.1,8072
1472,BG,DATA-ANALYST,9380.05,4164.99,11288.9,5012.57,13586.2,6032.64
1473,BG,DATA-SCIENTIST,28619.9,12708,34573.4,15351.5,41765.3,18544.9
1474,BG,DENTIST,23941.4,10630.6,31179.7,13844.6,40606.5,18030.3
1475,BG,ELECTRICAL-ENGINEER,21785.5,9673.31,25973.1,11532.7,30965.7,13749.6
1476,BG,EXECUTIVE-ASSISTANT,11175.2,4962.08,13516.6,6001.73,16348.6,7259.22
1477,BG,FASHION-DESIGNER,25156.6,11170.2,32475.3,14419.9,41923.1,18614.9
1478,BG,FINANCE-MANAGER,21339.6,9475.35,26956.2,11969.3,34051.1,15119.6
1479,BG,FINANCIAL-ANALYST,14510.6,6443.09,16887.4,7498.44,19653.5,8726.65
1480,BG,GRAPHIC-DESIGNER,10448.1,4639.24,12441.4,5524.31,14815,6578.24
1481,BG,HARDWARE-ENGINEER,11834.3,5254.73,14378.3,6384.35,17469.3,7756.82
1482,BG,HUMAN-RESOURCES-MANAGER,10170.6,4516,12419.8,5514.71,15166.4,6734.28
1483,BG,IT-MANAGER,23781.4,10559.6,32252.3,14320.8,43740.5,19421.9
1484,BG,INDUSTRIAL-DESIGNER,6439.96,2859.51,7911.11,3512.74,9718.33,4315.19
1485,BG,INTERIOR-DESIGNER,5962.32,2647.42,7194.33,3194.47,8680.92,3854.55
1486,BG,LECTURER,10915.6,4846.8,13450.6,5972.4,16574.3,7359.4
1487,BG,MARKETING-MANAGER,13799.9,6127.53,17333.3,7696.42,21771.3,9667
1488,BG,MECHANICAL-ENGINEER,9337.06,4145.9,10947.3,4860.88,12835.2,5699.16
1489,BG,MOBILE-DEVELOPER,13959,6198.17,17458.2,7751.91,21834.6,9695.15
1490,BG,NURSE,15038.6,6677.53,16730,7428.55,18611.6,8264.04
1491,BG,OFFICE-MANAGER,8959.6,3978.29,10953.9,4863.8,13392,5946.41
1492,BG,OPERATIONS-MANAGER,24541.8,10897.2,31278,13888.2,39863.1,17700.3
1493,BG,PHARMACIST,14069.7,6247.33,15673.8,6959.57,17460.7,7753.02
1494,BG,PHYSICIAN,11703.5,5196.67,15945.6,7080.25,21725.2,9646.54
1495,BG,POSTDOCTORAL-RESEARCHER,9856.37,4376.48,11147.5,4949.78,12607.8,5598.17
1496,BG,PRODUCT-MANAGER,19554.5,8682.69,24030.2,10670,29530.3,13112.2
1497,BG,PROJECT-MANAGER,14008.1,6219.96,17315.3,7688.44,21403.3,9503.61
1498,BG,QA-ENGINEER,20080.1,8916.07,24753.2,10991.1,30513.8,13548.9
1499,BG,RECEPTIONIST,6155.82,2733.34,7455.9,3310.61,9030.54,4009.79
1500,BG,RESEARCH-SCIENTIST,12883.5,5720.61,16511.7,7331.64,21161.8,9396.37
1501,BG,SALES-MANAGER,20642.2,9165.68,27282.2,12114,36058,16010.7
1502,BG,SOFTWARE-ENGINEER,15430.4,6851.48,22575.6,10024.1,33029.5,14665.9
1503,BG,SYSTEMS-ADMINISTRATOR,14897,6614.63,17928.7,7960.82,21577.5,9580.97
1504,BG,TEACHER,9478.16,4208.55,11722.7,5205.16,14498.7,6437.78
1505,BG,UX-DESIGNER,16088.4,7143.65,19726.7,8759.17,24187.8,10740
1506,BG,WAITER,3504.37,1556.03,5364.34,2381.91,8211.52,3646.13
1507,BG,WEB-DESIGNER,8558.93,3800.39,11822.1,5249.32,16329.4,7250.68
1508,BG,WEB-DEVELOPER,20046.3,8901.07,27842.1,12362.6,38669.8,17170.4
1509,BF,ACCOUNT-MANAGER,2588.28,3.42673,3240.61,4.29037,4057.35,5.37169
1510,BF,ACCOUNTANT,2065.77,2.73495,2453.38,3.24813,2913.72,3.85759
1511,BF,ADMINISTRATIVE-ASSISTANT,1612.17,2.13442,1941.59,2.57055,2338.31,3.09578
1512,BF,ARCHITECT,3523.47,4.66486,4363.22,5.77664,5403.11,7.1534
1513,BF,ATTORNEY,2819.46,3.73279,3807.6,5.04103,5142.05,6.80777
1514,BF,BUSINESS-ANALYST,2831.01,3.74808,3396.26,4.49645,4074.38,5.39424
1515,BF,BUSINESS-DEVELOPMENT,2553.2,3.38029,3382.7,4.47849,4481.68,5.93348
1516,BF,C-LEVEL-EXECUTIVE,4673.53,6.18747,7006.96,9.27679,10505.4,13.9086
1517,BF,CASHIER,747.83,0.990082,1047.93,1.3874,1468.46,1.94416
1518,BF,CHEF,1927.05,2.55129,2366.9,3.13363,2907.15,3.84889
1519,BF,CHEMICAL-ENGINEER,3188.02,4.22074,3863.02,5.11441,4680.95,6.1973
1520,BF,CIVIL-ENGINEER,2825.1,3.74026,3368.09,4.45915,4015.45,5.31621
1521,BF,CONTENT-MARKETING,1948.78,2.58007,2440.22,3.23071,3055.6,4.04543
1522,BF,COPYWRITER,1933.69,2.56009,2377.73,3.14797,2923.73,3.87084
1523,BF,CUSTOMER-SUPPORT,1616.53,2.14018,2078.32,2.75157,2672.04,3.53762
1524,BF,DATA-ANALYST,2321.96,3.07414,2794.59,3.69987,3363.41,4.45296
1525,BF,DATA-SCIENTIST,4581.83,6.06607,5535.08,7.32812,6686.66,8.85274
1526,BF,DENTIST,4894.78,6.48039,6374.7,8.43972,8302.07,10.9914
1527,BF,ELECTRICAL-ENGINEER,3076.58,4.07321,3668.11,4.85635,4373.36,5.79007
1528,BF,EXECUTIVE-ASSISTANT,2284.27,3.02423,2763.04,3.6581,3342.15,4.42481
1529,BF,FASHION-DESIGNER,2397.42,3.17404,3094.95,4.09753,3995.43,5.28972
1530,BF,FINANCE-MANAGER,3232.45,4.27957,4083.2,5.40592,5157.87,6.82871
1531,BF,FINANCIAL-ANALYST,2491.55,3.29866,2899.66,3.83897,3374.61,4.46779
1532,BF,GRAPHIC-DESIGNER,1760.66,2.33101,2096.68,2.77588,2496.83,3.30565
1533,BF,HARDWARE-ENGINEER,3145.01,4.1638,3821.08,5.05888,4642.49,6.14638
1534,BF,HUMAN-RESOURCES-MANAGER,2893.08,3.83026,3532.98,4.67745,4314.42,5.71204
1535,BF,IT-MANAGER,3354.89,4.44167,4111.22,5.44301,5038.06,6.67009
1536,BF,INDUSTRIAL-DESIGNER,2729.82,3.61412,3353.51,4.43985,4119.71,5.45425
1537,BF,INTERIOR-DESIGNER,2328.56,3.08287,2809.83,3.72005,3390.59,4.48893
1538,BF,LECTURER,2261.23,2.99373,2786.43,3.68907,3433.62,4.54591
1539,BF,MARKETING-MANAGER,2785.88,3.68834,3499.35,4.63293,4395.55,5.81944
1540,BF,MECHANICAL-ENGINEER,2927.92,3.87639,3433.09,4.54521,4025.43,5.32943
1541,BF,MOBILE-DEVELOPER,2853.54,3.77791,3569.04,4.7252,4463.96,5.91002
1542,BF,NURSE,3074.57,4.07054,3420.3,4.52827,3804.91,5.03748
1543,BF,OFFICE-MANAGER,1814.43,2.4022,2218.49,2.93715,2712.54,3.59124
1544,BF,OPERATIONS-MANAGER,2523.64,3.34115,3216.58,4.25855,4099.77,5.42785
1545,BF,PHARMACIST,4872.39,6.45076,5427.99,7.18633,6046.94,8.00579
1546,BF,PHYSICIAN,6133.84,8.12084,8357.04,11.0642,11386,15.0744
1547,BF,POSTDOCTORAL-RESEARCHER,2014.79,2.66746,2278.8,3.01699,2577.41,3.41233
1548,BF,PRODUCT-MANAGER,3444.5,4.56031,4233.05,5.60431,5202.13,6.88731
1549,BF,PROJECT-MANAGER,3085.94,4.0856,3814.67,5.0504,4715.49,6.24303
1550,BF,QA-ENGINEER,2432.29,3.22021,2998.24,3.96949,3695.88,4.89313
1551,BF,RECEPTIONIST,1258.27,1.66587,1524.09,2.0178,1846.07,2.44408
1552,BF,RESEARCH-SCIENTIST,2633.7,3.48687,3375.64,4.46914,4326.58,5.72813
1553,BF,SALES-MANAGER,2629.97,3.48193,3476.16,4.60222,4594.6,6.08297
1554,BF,SOFTWARE-ENGINEER,3095.37,4.09808,3772.82,4.99498,4598.54,6.08819
1555,BF,SYSTEMS-ADMINISTRATOR,2488.03,3.29401,2994.4,3.9644,3603.81,4.77123
1556,BF,TEACHER,1779.18,2.35552,2200.4,2.9132,2721.36,3.60291
1557,BF,UX-DESIGNER,2739.87,3.62743,3359.5,4.44778,4119.26,5.45365
1558,BF,WAITER,715.937,0.947857,1096.29,1.45142,1678.72,2.22252
1559,BF,WEB-DESIGNER,1993.8,2.63967,2439.59,3.22987,2985.06,3.95204
1560,BF,WEB-DEVELOPER,2511.65,3.32527,3112.41,4.12065,3856.87,5.10626
1561,BI,ACCOUNT-MANAGER,3236.24,0.907205,4051.78,1.13583,5072.85,1.42206
1562,BI,ACCOUNTANT,2582.98,0.72408,3067.66,0.859949,3643.29,1.02131
1563,BI,ADMINISTRATIVE-ASSISTANT,2015.84,0.565096,2427.82,0.680585,2924,0.819677
1564,BI,ARCHITECT,4405.67,1.23503,5455.62,1.52936,6755.79,1.89383
1565,BI,ATTORNEY,3525.58,0.988316,4761.03,1.33465,6429.4,1.80234
1566,BI,BUSINESS-ANALYST,3540.53,0.992506,4247.26,1.19062,5095.07,1.42829
1567,BI,BUSINESS-DEVELOPMENT,3192.32,0.894895,4229.5,1.18564,5603.65,1.57086
1568,BI,C-LEVEL-EXECUTIVE,5843.84,1.63819,8761.43,2.45607,13135.6,3.68228
1569,BI,CASHIER,935.208,0.262164,1310.32,0.367319,1835.9,0.514653
1570,BI,CHEF,2409.17,0.675355,2959.27,0.829563,3634.98,1.01898
1571,BI,CHEMICAL-ENGINEER,3986.04,1.11739,4830.21,1.35404,5853.17,1.6408
1572,BI,CIVIL-ENGINEER,3532.89,0.990366,4211.64,1.18064,5020.8,1.40747
1573,BI,CONTENT-MARKETING,2437.04,0.683167,3051.53,0.855428,3820.98,1.07112
1574,BI,COPYWRITER,2418.32,0.677921,2973.65,0.833594,3656.5,1.02502
1575,BI,CUSTOMER-SUPPORT,2021.3,0.566626,2598.82,0.728519,3341.33,0.936667
1576,BI,DATA-ANALYST,2903.27,0.813865,3494.32,0.979553,4205.7,1.17897
1577,BI,DATA-SCIENTIST,5728.93,1.60598,6920.85,1.9401,8360.75,2.34375
1578,BI,DENTIST,6120,1.7156,7970.69,2.2344,10381,2.91009
1579,BI,ELECTRICAL-ENGINEER,3846.87,1.07838,4586.33,1.28567,5467.93,1.53281
1580,BI,EXECUTIVE-ASSISTANT,2856.37,0.800718,3454.93,0.96851,4178.92,1.17146
1581,BI,FASHION-DESIGNER,2997.53,0.840291,3869.9,1.08484,4996.15,1.40056
1582,BI,FINANCE-MANAGER,4041.77,1.13302,5105.48,1.4312,6449.13,1.80787
1583,BI,FINANCIAL-ANALYST,3115.09,0.873245,3625.4,1.0163,4219.3,1.18278
1584,BI,GRAPHIC-DESIGNER,2201.54,0.617152,2621.54,0.734888,3121.66,0.875085
1585,BI,HARDWARE-ENGINEER,3932.54,1.1024,4777.75,1.33933,5804.61,1.62719
1586,BI,HUMAN-RESOURCES-MANAGER,3617.26,1.01402,4417.26,1.23828,5394.18,1.51214
1587,BI,IT-MANAGER,4195.4,1.17609,5140.78,1.4411,6299.18,1.76583
1588,BI,INDUSTRIAL-DESIGNER,3412.65,0.956659,4192.42,1.17525,5150.37,1.44379
1589,BI,INTERIOR-DESIGNER,2912.21,0.816371,3513.76,0.985003,4239.57,1.18847
1590,BI,LECTURER,2827.52,0.79263,3484.2,0.976717,4293.4,1.20356
1591,BI,MARKETING-MANAGER,3483.8,0.976603,4375.88,1.22668,5496.4,1.54079
1592,BI,MECHANICAL-ENGINEER,3661.16,1.02632,4292.52,1.20331,5032.75,1.41082
1593,BI,MOBILE-DEVELOPER,3567.88,1.00017,4462.52,1.25097,5581.49,1.56464
1594,BI,NURSE,3844.59,1.07774,4276.93,1.19894,4757.89,1.33377
1595,BI,OFFICE-MANAGER,2269.11,0.636092,2774.03,0.777637,3391.31,0.950677
1596,BI,OPERATIONS-MANAGER,3155.53,0.88458,4021.79,1.12742,5125.87,1.43692
1597,BI,PHARMACIST,6091.9,1.70773,6786.79,1.90252,7560.93,2.11954
1598,BI,PHYSICIAN,7668.81,2.14978,10448.9,2.92912,14236.9,3.99098
1599,BI,POSTDOCTORAL-RESEARCHER,2519.37,0.706248,2849.4,0.798765,3222.66,0.903401
1600,BI,PRODUCT-MANAGER,4307.35,1.20747,5293.29,1.48385,6504.91,1.8235
1601,BI,PROJECT-MANAGER,3858.92,1.08176,4770.07,1.33718,5896.36,1.65291
1602,BI,QA-ENGINEER,3040.7,0.85239,3748.56,1.05082,4621.22,1.29545
1603,BI,RECEPTIONIST,1573.53,0.441105,1905.92,0.534281,2308.51,0.647139
1604,BI,RESEARCH-SCIENTIST,3293.19,0.92317,4220.71,1.18318,5409.47,1.51642
1605,BI,SALES-MANAGER,3288.74,0.921922,4346.86,1.21854,5745.42,1.6106
1606,BI,SOFTWARE-ENGINEER,3870.86,1.08511,4717.93,1.32257,5750.37,1.61199
1607,BI,SYSTEMS-ADMINISTRATOR,3110.7,0.872014,3743.91,1.04952,4506.02,1.26316
1608,BI,TEACHER,2224.32,0.623538,2751.11,0.771211,3402.66,0.953857
1609,BI,UX-DESIGNER,3426.24,0.960469,4201.14,1.17769,5151.29,1.44405
1610,BI,WAITER,895.659,0.251078,1371.06,0.384345,2098.79,0.588348
1611,BI,WEB-DESIGNER,2492.63,0.698752,3050.1,0.855026,3732.25,1.04625
1612,BI,WEB-DEVELOPER,3140.9,0.880481,3891.96,1.09102,4822.6,1.35191
1613,KH,ACCOUNT-MANAGER,3590.83,0.699032,4495.93,0.87523,5629.17,1.09584
1614,KH,ACCOUNTANT,2865.96,0.557921,3403.79,0.662621,4042.55,0.786969
1615,KH,ADMINISTRATIVE-ASSISTANT,2236.99,0.435478,2693.91,0.524428,3244.16,0.631546
1616,KH,ARCHITECT,4888.3,0.951614,6053.34,1.17841,7496.03,1.45927
1617,KH,ATTORNEY,3911.78,0.761513,5282.57,1.02837,7133.71,1.38873
1618,KH,BUSINESS-ANALYST,3928.2,0.764709,4712.24,0.917339,5652.76,1.10043
1619,KH,BUSINESS-DEVELOPMENT,3541.98,0.689523,4692.9,0.913575,6217.81,1.21043
1620,KH,C-LEVEL-EXECUTIVE,6484.06,1.26226,9721.48,1.8925,14575.3,2.8374
1621,KH,CASHIER,1037.95,0.202059,1454.32,0.283116,2037.73,0.396688
1622,KH,CHEF,2673.12,0.520381,3283.49,0.639203,4033.23,0.785156
1623,KH,CHEMICAL-ENGINEER,4423.12,0.861056,5359.65,1.04337,6494.49,1.26429
1624,KH,CIVIL-ENGINEER,3919.6,0.763036,4672.97,0.909695,5571.14,1.08454
1625,KH,CONTENT-MARKETING,2704.06,0.526403,3385.83,0.659125,4239.5,0.82531
