Job_id,iso_alpha2,Job_title
BUSINESS-ANALYST,EG,"Business Analyst"
BUSINESS-ANALYST,ET,"Business Analyst"
BUSINESS-ANALYST,FI,"Business Analyst"
BUSINESS-ANALYST,FJ,"Business Analyst"
BUSINESS-ANALYST,FO,"Business Analyst"
BUSINESS-ANALYST,FR,"Business Analyst"
BUSINESS-ANALYST,GA,"Business Analyst"
BUSINESS-ANALYST,GE,"Business Analyst"
BUSINESS-ANALYST,GH,"Business Analyst"
BUSINESS-ANALYST,GM,"Business Analyst"
BUSINESS-ANALYST,HR,"Business Analyst"
BUSINESS-ANALYST,KH,"Business Analyst"
BUSINESS-ANALYST,KY,"Business Analyst"
BUSINESS-ANALYST,PF,"Business Analyst"
BUSINESS-ANALYST,SV,"Business Analyst"
BUSINESS-ANALYST,TD,"Business Analyst"
BUSINESS-ANALYST,TL,"Business Analyst"
BUSINESS-ANALYST,VG,"Business Analyst"
BUSINESS-DEVELOPMENT,AD,"Business Development"
BUSINESS-DEVELOPMENT,AF,"Business Development"
BUSINESS-DEVELOPMENT,AG,"Business Development"
BUSINESS-DEVELOPMENT,AL,"Business Development"
BUSINESS-DEVELOPMENT,AM,"Business Development"
BUSINESS-DEVELOPMENT,AO,"Business Development"
BUSINESS-DEVELOPMENT,AR,"Business Development"
BUSINESS-DEVELOPMENT,AT,"Business Development"
BUSINESS-DEVELOPMENT,AU,"Business Development"
BUSINESS-DEVELOPMENT,AW,"Business Development"
BUSINESS-DEVELOPMENT,AX,"Business Development"
BUSINESS-DEVELOPMENT,AZ,"Business Development"
BUSINESS-DEVELOPMENT,BA,"Business Development"
BUSINESS-DEVELOPMENT,BB,"Business Development"
BUSINESS-DEVELOPMENT,BD,"Business Development"
BUSINESS-DEVELOPMENT,BE,"Business Development"
BUSINESS-DEVELOPMENT,BF,"Business Development"
BUSINESS-DEVELOPMENT,BG,"Business Development"
BUSINESS-DEVELOPMENT,BH,"Business Development"
BUSINESS-DEVELOPMENT,BI,"Business Development"
BUSINESS-DEVELOPMENT,BM,"Business Development"
BUSINESS-DEVELOPMENT,BN,"Business Development"
BUSINESS-DEVELOPMENT,BO,"Business Development"
BUSINESS-DEVELOPMENT,BR,"Business Development"
