Job_id,iso_alpha2,Job_title
BUSINESS-DEVELOPMENT,BS,"Business Development"
BUSINESS-DEVELOPMENT,BT,"Business Development"
BUSINESS-DEVELOPMENT,BW,"Business Development"
BUSINESS-DEVELOPMENT,BY,"Business Development"
BUSINESS-DEVELOPMENT,BZ,"Business Development"
BUSINESS-DEVELOPMENT,CA,"Business Development"
BUSINESS-DEVELOPMENT,CD,"Business Development"
BUSINESS-DEVELOPMENT,CK,"Business Development"
BUSINESS-DEVELOPMENT,CL,"Business Development"
BUSINESS-DEVELOPMENT,CM,"Business Development"
BUSINESS-DEVELOPMENT,CN,"Business Development"
BUSINESS-DEVELOPMENT,CO,"Business Development"
BUSINESS-DEVELOPMENT,CR,"Business Development"
BUSINESS-DEVELOPMENT,CU,"Business Development"
BUSINESS-DEVELOPMENT,CV,"Business Development"
BUSINESS-DEVELOPMENT,CW,"Business Development"
BUSINESS-DEVELOPMENT,CY,"Business Development"
BUSINESS-DEVELOPMENT,CZ,"Business Development"
BUSINESS-DEVELOPMENT,DE,"Business Development"
BUSINESS-DEVELOPMENT,DJ,"Business Development"
BUSINESS-DEVELOPMENT,DK,"Business Development"
BUSINESS-DEVELOPMENT,DM,"Business Development"
BUSINESS-DEVELOPMENT,DO,"Business Development"
BUSINESS-DEVELOPMENT,DZ,"Business Development"
BUSINESS-DEVELOPMENT,EC,"Business Development"
BUSINESS-DEVELOPMENT,EE,"Business Development"
BUSINESS-DEVELOPMENT,EG,"Business Development"
BUSINESS-DEVELOPMENT,ET,"Business Development"
BUSINESS-DEVELOPMENT,FI,"Business Development"
BUSINESS-DEVELOPMENT,FJ,"Business Development"
BUSINESS-DEVELOPMENT,FO,"Business Development"
BUSINESS-DEVELOPMENT,FR,"Business Development"
BUSINESS-DEVELOPMENT,GA,"Business Development"
BUSINESS-DEVELOPMENT,GE,"Business Development"
BUSINESS-DEVELOPMENT,GH,"Business Development"
BUSINESS-DEVELOPMENT,GM,"Business Development"
BUSINESS-DEVELOPMENT,HR,"Business Development"
BUSINESS-DEVELOPMENT,KH,"Business Development"
BUSINESS-DEVELOPMENT,KY,"Business Development"
BUSINESS-DEVELOPMENT,PF,"Business Development"
BUSINESS-DEVELOPMENT,SV,"Business Development"
BUSINESS-DEVELOPMENT,TD,"Business Development"
BUSINESS-DEVELOPMENT,TL,"Business Development"
BUSINESS-DEVELOPMENT,VG,"Business Development"
C-LEVEL-EXECUTIVE,AD,"C Level Executive"
C-LEVEL-EXECUTIVE,AF,"C Level Executive"
C-LEVEL-EXECUTIVE,AG,"C Level Executive"
C-LEVEL-EXECUTIVE,AL,"C Level Executive"
C-LEVEL-EXECUTIVE,AM,"C Level Executive"
C-LEVEL-EXECUTIVE,AO,"C Level Executive"
C-LEVEL-EXECUTIVE,AR,"C Level Executive"
C-LEVEL-EXECUTIVE,AT,"C Level Executive"
C-LEVEL-EXECUTIVE,AU,"C Level Executive"
C-LEVEL-EXECUTIVE,AW,"C Level Executive"
C-LEVEL-EXECUTIVE,AX,"C Level Executive"
C-LEVEL-EXECUTIVE,AZ,"C Level Executive"
C-LEVEL-EXECUTIVE,BA,"C Level Executive"
C-LEVEL-EXECUTIVE,BB,"C Level Executive"
C-LEVEL-EXECUTIVE,BD,"C Level Executive"
C-LEVEL-EXECUTIVE,BE,"C Level Executive"
C-LEVEL-EXECUTIVE,BF,"C Level Executive"
C-LEVEL-EXECUTIVE,BG,"C Level Executive"
C-LEVEL-EXECUTIVE,BH,"C Level Executive"
C-LEVEL-EXECUTIVE,BI,"C Level Executive"
C-LEVEL-EXECUTIVE,BM,"C Level Executive"
C-LEVEL-EXECUTIVE,BN,"C Level Executive"
C-LEVEL-EXECUTIVE,BO,"C Level Executive"
C-LEVEL-EXECUTIVE,BR,"C Level Executive"
C-LEVEL-EXECUTIVE,BS,"C Level Executive"
C-LEVEL-EXECUTIVE,BT,"C Level Executive"
C-LEVEL-EXECUTIVE,BW,"C Level Executive"
C-LEVEL-EXECUTIVE,BY,"C Level Executive"
C-LEVEL-EXECUTIVE,BZ,"C Level Executive"
C-LEVEL-EXECUTIVE,CA,"C Level Executive"
C-LEVEL-EXECUTIVE,CD,"C Level Executive"
C-LEVEL-EXECUTIVE,CK,"C Level Executive"
C-LEVEL-EXECUTIVE,CL,"C Level Executive"
C-LEVEL-EXECUTIVE,CM,"C Level Executive"
C-LEVEL-EXECUTIVE,CN,"C Level Executive"
C-LEVEL-EXECUTIVE,CO,"C Level Executive"
C-LEVEL-EXECUTIVE,CR,"C Level Executive"
C-LEVEL-EXECUTIVE,CU,"C Level Executive"
C-LEVEL-EXECUTIVE,CV,"C Level Executive"
C-LEVEL-EXECUTIVE,CW,"C Level Executive"
C-LEVEL-EXECUTIVE,CY,"C Level Executive"
C-LEVEL-EXECUTIVE,CZ,"C Level Executive"
C-LEVEL-EXECUTIVE,DE,"C Level Executive"
C-LEVEL-EXECUTIVE,DJ,"C Level Executive"
C-LEVEL-EXECUTIVE,DK,"C Level Executive"
C-LEVEL-EXECUTIVE,DM,"C Level Executive"
C-LEVEL-EXECUTIVE,DO,"C Level Executive"
C-LEVEL-EXECUTIVE,DZ,"C Level Executive"
C-LEVEL-EXECUTIVE,EC,"C Level Executive"
C-LEVEL-EXECUTIVE,EE,"C Level Executive"
C-LEVEL-EXECUTIVE,EG,"C Level Executive"
C-LEVEL-EXECUTIVE,ET,"C Level Executive"
C-LEVEL-EXECUTIVE,FI,"C Level Executive"
C-LEVEL-EXECUTIVE,FJ,"C Level Executive"
C-LEVEL-EXECUTIVE,FO,"C Level Executive"
C-LEVEL-EXECUTIVE,FR,"C Level Executive"
C-LEVEL-EXECUTIVE,GA,"C Level Executive"
C-LEVEL-EXECUTIVE,GE,"C Level Executive"
C-LEVEL-EXECUTIVE,GH,"C Level Executive"
C-LEVEL-EXECUTIVE,GM,"C Level Executive"
C-LEVEL-EXECUTIVE,HR,"C Level Executive"
C-LEVEL-EXECUTIVE,KH,"C Level Executive"
C-LEVEL-EXECUTIVE,KY,"C Level Executive"
C-LEVEL-EXECUTIVE,PF,"C Level Executive"
C-LEVEL-EXECUTIVE,SV,"C Level Executive"
C-LEVEL-EXECUTIVE,TD,"C Level Executive"
C-LEVEL-EXECUTIVE,TL,"C Level Executive"
C-LEVEL-EXECUTIVE,VG,"C Level Executive"
CASHIER,AD,Cashier
CASHIER,AF,Cashier
CASHIER,AG,Cashier
CASHIER,AL,Cashier
CASHIER,AM,Cashier
CASHIER,AO,Cashier
CASHIER,AR,Cashier
CASHIER,AT,Cashier
CASHIER,AU,Cashier
CASHIER,AW,Cashier
CASHIER,AX,Cashier
CASHIER,AZ,Cashier
CASHIER,BA,Cashier
CASHIER,BB,Cashier
CASHIER,BD,Cashier
CASHIER,BE,Cashier
CASHIER,BF,Cashier
CASHIER,BG,Cashier
CASHIER,BH,Cashier
CASHIER,BI,Cashier
CASHIER,BM,Cashier
CASHIER,BN,Cashier
CASHIER,BO,Cashier
CASHIER,BR,Cashier
CASHIER,BS,Cashier
CASHIER,BT,Cashier
CASHIER,BW,Cashier
CASHIER,BY,Cashier
CASHIER,BZ,Cashier
CASHIER,CA,Cashier
CASHIER,CD,Cashier
CASHIER,CK,Cashier
CASHIER,CL,Cashier
CASHIER,CM,Cashier
CASHIER,CN,Cashier
CASHIER,CO,Cashier
CASHIER,CR,Cashier
CASHIER,CU,Cashier
CASHIER,CV,Cashier
CASHIER,CW,Cashier
CASHIER,CY,Cashier
CASHIER,CZ,Cashier
CASHIER,DE,Cashier
CASHIER,DJ,Cashier
CASHIER,DK,Cashier
CASHIER,DM,Cashier
CASHIER,DO,Cashier
CASHIER,DZ,Cashier
CASHIER,EC,Cashier
CASHIER,EE,Cashier
CASHIER,EG,Cashier
CASHIER,ET,Cashier
CASHIER,FI,Cashier
CASHIER,FJ,Cashier
CASHIER,FO,Cashier
CASHIER,FR,Cashier
CASHIER,GA,Cashier
CASHIER,GE,Cashier
CASHIER,GH,Cashier
CASHIER,GM,Cashier
CASHIER,HR,Cashier
CASHIER,KH,Cashier
CASHIER,KY,Cashier
CASHIER,PF,Cashier
CASHIER,SV,Cashier
CASHIER,TD,Cashier
CASHIER,TL,Cashier
CASHIER,VG,Cashier
CHEF,AD,Chef
CHEF,AF,Chef
CHEF,AG,Chef
CHEF,AL,Chef
CHEF,AM,Chef
CHEF,AO,Chef
CHEF,AR,Chef
CHEF,AT,Chef
CHEF,AU,Chef
CHEF,AW,Chef
CHEF,AX,Chef
CHEF,AZ,Chef
CHEF,BA,Chef
CHEF,BB,Chef
CHEF,BD,Chef
CHEF,BE,Chef
CHEF,BF,Chef
CHEF,BG,Chef
CHEF,BH,Chef
CHEF,BI,Chef
CHEF,BM,Chef
CHEF,BN,Chef
CHEF,BO,Chef
CHEF,BR,Chef
CHEF,BS,Chef
CHEF,BT,Chef
CHEF,BW,Chef
CHEF,BY,Chef
CHEF,BZ,Chef
CHEF,CA,Chef
CHEF,CD,Chef
CHEF,CK,Chef
CHEF,CL,Chef
CHEF,CM,Chef
CHEF,CN,Chef
CHEF,CO,Chef
CHEF,CR,Chef
CHEF,CU,Chef
CHEF,CV,Chef
CHEF,CW,Chef
CHEF,CY,Chef
CHEF,CZ,Chef
CHEF,DE,Chef
CHEF,DJ,Chef
CHEF,DK,Chef
CHEF,DM,Chef
CHEF,DO,Chef
CHEF,DZ,Chef
CHEF,EC,Chef
CHEF,EE,Chef
CHEF,EG,Chef
CHEF,ET,Chef
CHEF,FI,Chef
CHEF,FJ,Chef
CHEF,FO,Chef
CHEF,FR,Chef
CHEF,GA,Chef
CHEF,GE,Chef
CHEF,GH,Chef
CHEF,GM,Chef
CHEF,HR,Chef
CHEF,KH,Chef
CHEF,KY,Chef
CHEF,PF,Chef
CHEF,SV,Chef
CHEF,TD,Chef
CHEF,TL,Chef
CHEF,VG,Chef
CHEMICAL-ENGINEER,AD,"Chemical Engineer"
CHEMICAL-ENGINEER,AF,"Chemical Engineer"
CHEMICAL-ENGINEER,AG,"Chemical Engineer"
CHEMICAL-ENGINEER,AL,"Chemical Engineer"
CHEMICAL-ENGINEER,AM,"Chemical Engineer"
CHEMICAL-ENGINEER,AO,"Chemical Engineer"
CHEMICAL-ENGINEER,AR,"Chemical Engineer"
CHEMICAL-ENGINEER,AT,"Chemical Engineer"
CHEMICAL-ENGINEER,AU,"Chemical Engineer"
CHEMICAL-ENGINEER,AW,"Chemical Engineer"
CHEMICAL-ENGINEER,AX,"Chemical Engineer"
CHEMICAL-ENGINEER,AZ,"Chemical Engineer"
CHEMICAL-ENGINEER,BA,"Chemical Engineer"
CHEMICAL-ENGINEER,BB,"Chemical Engineer"
CHEMICAL-ENGINEER,BD,"Chemical Engineer"
CHEMICAL-ENGINEER,BE,"Chemical Engineer"
CHEMICAL-ENGINEER,BF,"Chemical Engineer"
CHEMICAL-ENGINEER,BG,"Chemical Engineer"
CHEMICAL-ENGINEER,BH,"Chemical Engineer"
CHEMICAL-ENGINEER,BI,"Chemical Engineer"
CHEMICAL-ENGINEER,BM,"Chemical Engineer"
CHEMICAL-ENGINEER,BN,"Chemical Engineer"
CHEMICAL-ENGINEER,BO,"Chemical Engineer"
CHEMICAL-ENGINEER,BR,"Chemical Engineer"
CHEMICAL-ENGINEER,BS,"Chemical Engineer"
CHEMICAL-ENGINEER,BT,"Chemical Engineer"
CHEMICAL-ENGINEER,BW,"Chemical Engineer"
CHEMICAL-ENGINEER,BY,"Chemical Engineer"
CHEMICAL-ENGINEER,BZ,"Chemical Engineer"
CHEMICAL-ENGINEER,CA,"Chemical Engineer"
CHEMICAL-ENGINEER,CD,"Chemical Engineer"
CHEMICAL-ENGINEER,CK,"Chemical Engineer"
CHEMICAL-ENGINEER,CL,"Chemical Engineer"
CHEMICAL-ENGINEER,CM,"Chemical Engineer"
CHEMICAL-ENGINEER,CN,"Chemical Engineer"
CHEMICAL-ENGINEER,CO,"Chemical Engineer"
CHEMICAL-ENGINEER,CR,"Chemical Engineer"
CHEMICAL-ENGINEER,CU,"Chemical Engineer"
CHEMICAL-ENGINEER,CV,"Chemical Engineer"
CHEMICAL-ENGINEER,CW,"Chemical Engineer"
CHEMICAL-ENGINEER,CY,"Chemical Engineer"
CHEMICAL-ENGINEER,CZ,"Chemical Engineer"
CHEMICAL-ENGINEER,DE,"Chemical Engineer"
CHEMICAL-ENGINEER,DJ,"Chemical Engineer"
CHEMICAL-ENGINEER,DK,"Chemical Engineer"
CHEMICAL-ENGINEER,DM,"Chemical Engineer"
CHEMICAL-ENGINEER,DO,"Chemical Engineer"
CHEMICAL-ENGINEER,DZ,"Chemical Engineer"
CHEMICAL-ENGINEER,EC,"Chemical Engineer"
CHEMICAL-ENGINEER,EE,"Chemical Engineer"
CHEMICAL-ENGINEER,EG,"Chemical Engineer"
CHEMICAL-ENGINEER,ET,"Chemical Engineer"
CHEMICAL-ENGINEER,FI,"Chemical Engineer"
CHEMICAL-ENGINEER,FJ,"Chemical Engineer"
CHEMICAL-ENGINEER,FO,"Chemical Engineer"
CHEMICAL-ENGINEER,FR,"Chemical Engineer"
CHEMICAL-ENGINEER,GA,"Chemical Engineer"
CHEMICAL-ENGINEER,GE,"Chemical Engineer"
CHEMICAL-ENGINEER,GH,"Chemical Engineer"
CHEMICAL-ENGINEER,GM,"Chemical Engineer"
CHEMICAL-ENGINEER,HR,"Chemical Engineer"
CHEMICAL-ENGINEER,KH,"Chemical Engineer"
CHEMICAL-ENGINEER,KY,"Chemical Engineer"
CHEMICAL-ENGINEER,PF,"Chemical Engineer"
CHEMICAL-ENGINEER,SV,"Chemical Engineer"
CHEMICAL-ENGINEER,TD,"Chemical Engineer"
CHEMICAL-ENGINEER,TL,"Chemical Engineer"
CHEMICAL-ENGINEER,VG,"Chemical Engineer"
CIVIL-ENGINEER,AD,"Civil Engineer"
CIVIL-ENGINEER,AF,"Civil Engineer"
CIVIL-ENGINEER,AG,"Civil Engineer"
CIVIL-ENGINEER,AL,"Civil Engineer"
CIVIL-ENGINEER,AM,"Civil Engineer"
CIVIL-ENGINEER,AO,"Civil Engineer"
CIVIL-ENGINEER,AR,"Civil Engineer"
CIVIL-ENGINEER,AT,"Civil Engineer"
CIVIL-ENGINEER,AU,"Civil Engineer"
CIVIL-ENGINEER,AW,"Civil Engineer"
CIVIL-ENGINEER,AX,"Civil Engineer"
CIVIL-ENGINEER,AZ,"Civil Engineer"
CIVIL-ENGINEER,BA,"Civil Engineer"
CIVIL-ENGINEER,BB,"Civil Engineer"
CIVIL-ENGINEER,BD,"Civil Engineer"
CIVIL-ENGINEER,BE,"Civil Engineer"
CIVIL-ENGINEER,BF,"Civil Engineer"
CIVIL-ENGINEER,BG,"Civil Engineer"
CIVIL-ENGINEER,BH,"Civil Engineer"
CIVIL-ENGINEER,BI,"Civil Engineer"
CIVIL-ENGINEER,BM,"Civil Engineer"
